￥7499.00,华硕灵耀14 2024 全新酷睿标压Ultra7 2.8K 120Hz OLED屏高颜值AI超轻薄商务办公(155H 32G 1T) 蓝,2000+条评价,华硕京东自营官方旗舰店
￥1119.00,拍拍联想（Lenovo）二手笔记本电脑小新Air/Pro 14/15寸设计制图 网课学习 商务办公轻薄本 95新【店长力荐】I7-16G-1TB固态 独显,5000+条评价,星晟二手电脑专营店
￥3794.00,机械师曙光16Air 16英寸2.5K锐龙R7-7735H标压轻薄本120Hz高色域笔记本电脑全能本 耀夜灰 DDR5 16G/512G PCIE4.0,2000+条评价,机械师京东自营旗舰店
￥1998.00,爱心东东HUAV国行【2023款英特尔可选酷睿】金属笔记本电脑轻薄本大学生上网课设计学习商务办公游戏手提 高配英特尔四核+13代 IPS屏窄边全面屏+抗蓝光 32G运,2万+条评价,HUAV官方旗舰店
￥3739.00,华为（HUAWEI） 笔记本电脑MateBook D16/SE 16英寸大屏轻薄本商务办公超极本手提 SE银丨i5-13420H 16GB 512G,2000+条评价,华为比特专卖店
￥2298.00,国行【2023新品13代4K全面屏】笔记本电脑轻薄本游戏本学生商务商用办公本高性能高端超薄手提 高配暗夜黑【英特尔13代+指纹+全面屏】 32GB运存+5,2万+条评价,荣耀剑舞旗舰店
￥2188.00,【20万+人加购】英特尔12代4K笔记本电脑,5万+条评价,系能旗舰店
￥1999.00,拍拍联想（Lenovo) 拯救者15.6寸Y7000/ R9000P高刷电竞吃鸡设计游戏本二手 95新 I7-标压 GTX960 游戏通杀 16G内存+512G固态,5万+条评价,新茂二手电脑专营店
￥5499.00,惠普HP 星Book Pro 16英寸大屏轻薄笔记本电脑(13代酷睿i7-13700H 16G 1TB 2.5K 120HzVRR 400尼特 EVO认证)咖色,1万+条评价,惠普京东自营官方旗舰店
￥1468.00,拍拍联想(Thinkpad)(i7/16G运行/独显)二手笔记本电脑 T450/430商务办公网课游戏本 95新 T430 i7 16G 512G固态 独显,2万+条评价,京品优选二手电脑专营店
￥1218.00,戴睿（dere）【网红热荐】14英寸ips屏高颜值笔记本电脑轻薄便携学生游戏商务办公网课学习（英特尔 8G 128G）星空银,1000+条评价,DERE戴睿京东自营旗舰店
￥538.00,拍拍联想 小新air 小新pro 轻薄办公本E42学习THINKPAD 二手笔记本电脑 95新 9】酷睿双核 4G 320G 便携高配 办公推荐,2万+条评价,京兆二手电脑专营店
￥249.00,诺希 华硕笔记本电池B31N1535/U4000UQ/U4000UQ7200/U4000UQ7500/RX310UQ/UX410UQK电池,1000+条评价,诺希京东自营旗舰店
￥6999.00,华为笔记本电脑MateBook D16 2023 13代酷睿版 i9 16G 1T/轻薄商务办公本/16英寸护眼全面屏/手机互联 深空灰,1万+条评价,华为京东自营官方旗舰店
￥1288.00,拍拍戴尔（DELL）灵越 成就 二手笔记本电脑 14/15.6寸大屏商务办公 网课学习 设计制图 轻薄本 【店长力荐】I7-16G-1TB固态-HD强劲显卡 95成新,500+条评价,耀辉二手电脑专营店
￥1698.00,爱心东东HUAV国行【2023款英特尔可选酷睿】金属笔记本电脑轻薄本大学生上网课设计学习商务办公游戏手提 高配英特尔四核+13代 IPS屏窄边全面屏+抗蓝光 16G运,2万+条评价,HUAV官方旗舰店
￥1280.00,戴睿（dere）2023款高颜值V14金属笔记本电脑 轻薄便携学生商务办公设计编辑家用网课游戏手提 英特尔 8G+128G 樱花粉,2000+条评价,DERE戴睿京东自营旗舰店
￥2146.00,拍拍联想（Lenovo) 拯救者15.6寸Y7000/ R9000P高刷电竞吃鸡设计游戏本二手 95新 I5-7300H GTX1050 制图游戏 16G内存+512G固态,5万+条评价,新茂二手电脑专营店
￥139.00,诺希 华硕笔记本电池a41-x550a/x550v/x450v/Y481C/Y581C/X550B/A550C/X450C/K550J/F550v电池,1000+条评价,诺希京东自营旗舰店
￥1480.00,戴睿（dere）2023款高颜值V14金属笔记本电脑 轻薄便携学生商务办公设计编辑家用网课游戏手提 英特尔 8G+256G 樱花粉,2000+条评价,DERE戴睿京东自营旗舰店
￥999.00,拍拍联想Thinkpad（独显）二手笔记本电脑T470sT480T490 X1Carbon办公本IBM 9新T430 i5 16G 120G固态+500G,1万+条评价,首创二手电脑专营店
￥508.00,拍拍联想（Lenovo) THINKPAD轻薄14寸 小新Air/小新pro 二手笔记本电脑 10】酷睿双核 4G 320G 便携高配 办公推荐 95成新,2000+条评价,万科二手电脑专营店
￥2136.00,拍拍联想拯救者15.6寸i7 3060二手笔记本电脑Y7000/R9000P高刷游戏本学生设计商务办公 95新②i7-6700H GTX960拯救者 高配16G内存+512G固态,1万+条评价,优品精选二手笔记本专营店
￥3999.00,戴尔（DELL）笔记本电脑灵越3530 15.6英寸高性能全面屏轻薄本(13代酷睿i5 16G 1TB 锐炬显卡 120Hz防眩光高刷屏)银,10万+条评价,戴尔京东自营官方旗舰店
￥7483.00,华硕灵耀14 2023旗舰版 14.5英寸13代英特尔标压Evo 2.8K 120Hz OLED高颜值笔记本电脑(i9-13900H 32G 1T)灰,5000+条评价,华硕京东自营官方旗舰店
￥1898.00,国行【2023新品13代4K全面屏】笔记本电脑轻薄本游戏本学生商务商用办公本高性能高端超薄手提 高配冰川银【英特尔13代+指纹+全面屏】 32GB运存+5,2万+条评价,荣耀剑舞旗舰店
￥7799.00,联想拯救者Y9000P 2023电竞游戏笔记本电脑 满血版RTX4060 8G独显 13代酷睿标压 14核i7-13650HX 16G 1TB 标配 16英寸 2.5K超高清｜240Hz专业电竞屏,2万+条评价,联想华东授权专卖店
￥1198.00,荣耀剑舞大学生办公本国行2023新品英特尔12代高性能高颜值14英寸笔记本电脑轻薄本商务学习上网课手提 银色【14英寸2K超清屏办公轻薄本】 16GB,5000+条评价,荣耀剑舞旗舰店
￥4199.00,宏碁（acer）非凡Go Pro 13代酷睿标压轻薄本 14英寸2.8K 120Hz屏 办公笔记本电脑大学生 (i5-13500H 16G 1T 100W快充)银,1万+条评价,宏碁京东自营旗舰店
￥5499.00,惠普HP 星Book Pro 16英寸大屏轻薄笔记本电脑(13代酷睿i7-13700H 16G 1TB 2.5K 120HzVRR 400尼特 EVO认证)银,1万+条评价,惠普京东自营官方旗舰店
￥3899.00,华硕无畏15i 15.6英寸Pro级标压高性能轻薄笔记本电脑 2.8K 120Hz OLED高刷 (英特尔Evo标压i5 16G 512G)银,1万+条评价,华硕京东自营官方旗舰店
￥3543.00,小米笔记本电脑 Redmi Book 14 12代酷睿i5 2.8K-120hz高清高刷屏 高性能轻薄本(i5-12500H 16G 512G office)银,5万+条评价,小米京东自营旗舰店
￥1628.00,拍拍联想ThinkPad（98%商务选择）二手笔记本电脑 T470/T490 轻薄办公 绘图剪辑工程游戏 95新【人气推荐】T470 i5 16G 512G,5000+条评价,橘子优品二手电脑专营店
￥2188.00,爱心东东【2023英特尔+酷睿i7独显】国行4K金属笔记本电脑超薄指纹解锁商务办公设计学生游戏系能手提 英特尔12代 【4K高清款】超性能本+指纹解锁 16G+512G,5万+条评价,系能旗舰店
￥1258.00,拍拍华硕（ASUS)二手笔记本 13/14/15.6寸大屏幕网课学习 轻薄便携商务办公 独立显卡游戏 办公力荐 i7-12G-1TB固态-独显 95新,2万+条评价,琅琊二手电脑专营店
￥1999.00,宏碁（acer）非凡Go Fun 16英寸轻薄本 教育办公笔记本电脑(英特尔四核N100 8G 512G固态 IPS全高清防眩光Win11)灰,1万+条评价,宏碁京东自营旗舰店
￥3999.00,惠普(HP)战66六代 锐龙版15.6英寸 高性能轻薄本,20万+条评价,惠普京东自营官方旗舰店
￥3199.00,荣耀笔记本电脑MagicBook X 16 战斗版 12代酷睿标压i5 16G 512G 轻薄本 智慧互联,2万+条评价,荣耀京东自营旗舰店
￥3249.00,惠普（HP） 惠普星Book14青春版轻薄学生办公商务笔记本电脑14英寸 i5-1135G7/16G/512G/集显/银,1万+条评价,惠普中国京东自营官方旗舰店
￥920.00,爱心东东独显】15.6英寸4K笔记本电脑轻薄网课办公集成显卡游戏本大学生手 流光银丨高配英特尔四核12代+IPS全面屏+抗蓝光 8G内存+128G固态硬盘,2万+条评价,白罗秋雨电脑整机专营店
￥3098.00,宏碁(Acer)2023款A515 13代酷睿i5 15.6英寸轻薄高性能金属笔记本电脑 学生商用办公本(i5 16G 512G Office),2000+条评价,宏碁商用京东自营旗舰店
￥4099.00,惠普（HP）战66 六代 酷睿14英寸轻薄笔记本电脑(英特尔13代 高性能 长续航i5 16G 1T 高色域低功耗 AI新体验 一年上门),20万+条评价,惠普京东自营官方旗舰店
￥4999.00,华硕无畏Pro15轻薄高性能设计游戏学生手提办公笔记本电脑16 无畏16银 i5-13500H 护眼屏 16G内存 512G固态,1万+条评价,华硕金硕专卖店
￥3699.00,荣耀笔记本电脑MagicBook V 14 2022 12代酷睿Evo商务办公轻薄本 标压i5-12500H 16+512 2.5K高刷触控屏 灰,2万+条评价,荣耀京东自营旗舰店
￥1776.00,拍拍联想（Lenovo）二手笔记本电脑小新Air/Pro 14/15寸设计制图 网课学习 商务办公轻薄本 95新编程高配I5-7200 16G 512G独显,5000+条评价,星晟二手电脑专营店
￥518.00,拍拍联想(Lenovo)二手笔记本 Thinkpad i3 i5轻薄便携商务办公游戏超薄二手笔记本电脑 2】双核/4G/320G 送128G固态 办公推荐 现货速发 9成新,5000+条评价,鼎胜二手电脑专营店
￥1398.00,拍拍惠普HP 840G3 348G5 i5/6代11代 银色颜值本 学生本 商务办公游戏 二手笔记本电脑 9新 840G3 i5 16G 500G固态 银色 【官方质检】15天试用 整机保1年,1万+条评价,优本二手电脑专营店
￥4499.00,华为（HUAWEI）笔记本电脑MateBook D 16 2024 13代酷睿版 i5 16G 1T/高性能轻薄办公本/16英寸护眼全面屏/手机互联 深空灰,5000+条评价,华为京东自营官方旗舰店
￥5679.00,惠普星BookPro14 2023新品锐龙版14英寸120Hz轻薄旗舰笔记本电脑学习商务办公 R7H/32G/1T/2.8K/OLED/银,200+条评价,惠普中国京东自营官方旗舰店
￥5299.00,惠普HP 星Book Pro 14英寸轻薄办公笔记本电脑(锐龙R7-7840H LPDDR5X高频32G 1TB 2.8K 120Hz OLED全感屏)粉色,2万+条评价,惠普京东自营官方旗舰店
￥1683.00,拍拍华为HUAWEI二手笔记本MateBook13/xpro触屏2K全面屏 便携二手 Magic R5-2500-8G-256G-高分屏 95成新,5000+条评价,新开映二手电脑专营店
￥990.00,荣耀剑舞大学生办公本国行2023新品英特尔12代高性能高颜值14英寸笔记本电脑轻薄本商务学习上网课手提 银色【14英寸2K超清屏办公轻薄本】 8GB内,5000+条评价,荣耀剑舞旗舰店
￥1298.00,【2023新款英特尔+酷睿i7】笔记本电脑15.6英寸超薄轻薄本网课商务办公游戏本大学生手提摆渡者 英特尔12代+全面屏+抗蓝光-银 8G内存+128G超速硬盘,5000+条评价,摆渡者笔记本旗舰店
￥3999.00,联想（Lenovo）小新16 2023英特尔酷睿i5 16英寸轻薄笔记本电脑 12代i5-12450H 16G 512G 卷云灰,2万+条评价,联想京东自营官方旗舰店
￥3399.00,联想笔记本电脑昭阳 轻薄本 英特尔酷睿i5 15.6英寸超大屏幕显示(高性能 i5 16G 512G)黑 商务办公学生 office,100+条评价,联想商用办公京东自营旗舰店
￥4499.00,华为（HUAWEI）笔记本电脑MateBook D 16 2024 13代酷睿版 i5 16G 1T/高性能轻薄办公本/16英寸护眼全面屏/手机互联 皓月银,5000+条评价,华为京东自营官方旗舰店
￥6088.00,HUAU MoteBook国行【酷睿i7+独显】笔记本电脑15.6英寸2024设计商务办公学生游戏手提轻薄本 【酷睿i7+独显2G电竞游戏本】MoteBook 32G运行+2T极速固态硬盘,2000+条评价,HUAU官方旗舰店
￥2559.00,拍拍雷神911MT黑武士15.6/17.3寸高刷电竞屏3060吃鸡设计游戏二手笔记本电脑 95新E I7-7700H 16G/1050通杀,2万+条评价,星人国际二手电脑专营店
￥2298.00,爱心东东HUAV国行【2023款英特尔可选酷睿】金属笔记本电脑轻薄本大学生上网课设计学习商务办公游戏手提 高配英特尔四核+13代 IPS屏窄边全面屏+抗蓝光 32G运,2万+条评价,HUAV官方旗舰店
￥3448.00,华为（HUAWEI） 笔记本电脑MateBook D14/SE 14英寸学生性能轻薄本商务办公本手提超极本 SE银丨i5-1240P 16G 512G 护眼全面屏,2万+条评价,华为比特专卖店
￥5199.00,惠普（HP）星BookPro13 2023新品锐龙版13.3英寸2.5K轻薄笔记本电脑学习商务办公 R5-7535U/16G/1T/陶瓷白,1000+条评价,惠普中国京东自营官方旗舰店
￥1599.00,UHAW 国行【2023款13代酷睿触控本】金属笔记本电脑轻薄本大学生上网课游戏办公设计商务手提 13代高配粉【指纹+护眼屏】 16G运行+256G超速固态,2万+条评价,UHAW旗舰店
￥7099.00,惠普（HP）战66 六代酷睿15.6英寸轻薄笔记本电脑(英特尔13代高性能i7 32G 1T RTX2050 2.5K屏120Hz AI新体验一年上门),20万+条评价,惠普京东自营官方旗舰店
￥2218.00,拍拍华硕（ASUS）天选2/3 二手笔记本 飞行堡垒 15.6寸高性能独显电竞吃鸡游戏本电脑 95新F:I5-7300/16G/1050大型通杀,5000+条评价,新茂二手电脑专营店
￥1299.00,海尔（haier）笔记本电脑超轻薄本便携手提电脑游戏本四核男女学生上网本窄边框商务远程办公专用超级本 【15.6英寸】升级英特尔四核8G内存+IPS屏 128,2万+条评价,海尔笔记本旗舰店
￥3699.00,戴尔（DELL）笔记本电脑灵越3530 15.6英寸高性能全面屏轻薄本(13代酷睿i5 16G 512G 锐炬显卡 120Hz防眩光高刷屏)银,10万+条评价,戴尔京东自营官方旗舰店
￥5999.00,GPD Pocket3国货之光工程师本 8英寸迷你轻小笔记本电脑 便携折叠多功能触控掌上 i7-1195G7 16G 1TB固态,2000+条评价,GPD笔记本官方旗舰店
￥4908.00,国行【2023款英特尔可选酷睿】金属笔记本电脑轻薄本大学生上网课设计学习商务办公游戏手提 酷睿i7 11代+2G独显 电竞设计梦幻本 32G运行+1024G超速硬,10万+条评价,HUWI旗舰店
￥7999.00,惠普（HP）暗影精灵9 intel 16.1英寸游戏本 笔记本电脑(13代酷睿i9-13900HX RTX4060 16G 1T 2.5K 240Hz),20万+条评价,惠普（HP）OMEN暗影精灵京东自营旗舰店
￥3299.00,京品电脑小米笔记本电脑 红米 RedmiBookPro 14英寸 2.5K高清屏 轻薄本(8核R7 16G 512G 指纹识别 DC调光 正版office),20万+条评价,小米京东自营旗舰店
￥1549.00,中柏（Jumper）14英寸（16G 512G N5095 win11) 英特尔11代轻薄商务办公【2023款】EZbook S5pro,2万+条评价,中柏平板京东自营旗舰店
￥4847.00,华为笔记本电脑MateBook 14s触屏轻薄商务办公手提全能本 深空灰丨i5-12500H 16G+1T 触屏 触屏 【预装Win11系统+Offce办公软件】,2000+条评价,华为千百回专卖店
￥4199.00,HUWIA XrnuBook【新款2024款+人脸识别】笔记本电脑全新i7全新金属轻薄本大学生游戏本设计办公商务直播手提 【人脸识别】12代I7顶配高性能锐炬显卡 32G运行 1024G固态硬盘,5000+条评价,HUWIA XrnuBook笔记本旗舰店
￥5799.00,惠普(HP)战99 全新4nm锐龙 15.6英寸高性能笔记本电脑设计师本 R7-7840HS 32G 1TBSSD 2.5K120Hz屏,2万+条评价,惠普京东自营官方旗舰店
￥4599.00,联想（Lenovo）小新16 2023英特尔酷睿i5 16英寸轻薄笔记本电脑 13代i5-13500H 16G 1T 2.5K屏,2万+条评价,联想京东自营官方旗舰店
￥5999.00,联想笔记本电脑小新Pro16 2024 AI超能本 英特尔酷睿Ultra5 16英寸轻薄本32G 1T 2.5K 120Hz护眼办公学生设计游戏,20万+条评价,联想京东自营旗舰店
￥6599.00,联想笔记本电脑小新Pro16轻薄本 13代酷睿i9 16英寸超能本(i9-13900H 32G 1T 2.5K高刷屏)灰 商务办公游戏,20万+条评价,联想京东自营旗舰店
￥3587.00,荣耀（HONOR） MagicBook 16Pro-X16新款笔记本电脑轻薄商务办公高清学生游戏本 X16Pro 13代i5标压高色域护眼屏 16G+512G 官方标配,1万+条评价,荣耀策山专卖店
￥5679.00,惠普星BookPro14 2023新品锐龙版14英寸120Hz轻薄旗舰笔记本电脑学习商务办公 R7H/32G/1T/2.8K/OLED/银,200+条评价,惠普中国京东自营官方旗舰店
￥5299.00,惠普HP 星Book Pro 14英寸轻薄办公笔记本电脑(锐龙R7-7840H LPDDR5X高频32G 1TB 2.8K 120Hz OLED全感屏)粉色,2万+条评价,惠普京东自营官方旗舰店
￥1683.00,拍拍华为HUAWEI二手笔记本MateBook13/xpro触屏2K全面屏 便携二手 Magic R5-2500-8G-256G-高分屏 95成新,5000+条评价,新开映二手电脑专营店
￥990.00,荣耀剑舞大学生办公本国行2023新品英特尔12代高性能高颜值14英寸笔记本电脑轻薄本商务学习上网课手提 银色【14英寸2K超清屏办公轻薄本】 8GB内,5000+条评价,荣耀剑舞旗舰店
￥1298.00,【2023新款英特尔+酷睿i7】笔记本电脑15.6英寸超薄轻薄本网课商务办公游戏本大学生手提摆渡者 英特尔12代+全面屏+抗蓝光-银 8G内存+128G超速硬盘,5000+条评价,摆渡者笔记本旗舰店
￥3999.00,联想（Lenovo）小新16 2023英特尔酷睿i5 16英寸轻薄笔记本电脑 12代i5-12450H 16G 512G 卷云灰,2万+条评价,联想京东自营官方旗舰店
￥3399.00,联想笔记本电脑昭阳 轻薄本 英特尔酷睿i5 15.6英寸超大屏幕显示(高性能 i5 16G 512G)黑 商务办公学生 office,100+条评价,联想商用办公京东自营旗舰店
￥4499.00,华为（HUAWEI）笔记本电脑MateBook D 16 2024 13代酷睿版 i5 16G 1T/高性能轻薄办公本/16英寸护眼全面屏/手机互联 皓月银,5000+条评价,华为京东自营官方旗舰店
￥6088.00,HUAU MoteBook国行【酷睿i7+独显】笔记本电脑15.6英寸2024设计商务办公学生游戏手提轻薄本 【酷睿i7+独显2G电竞游戏本】MoteBook 32G运行+2T极速固态硬盘,2000+条评价,HUAU官方旗舰店
￥2559.00,拍拍雷神911MT黑武士15.6/17.3寸高刷电竞屏3060吃鸡设计游戏二手笔记本电脑 95新E I7-7700H 16G/1050通杀,2万+条评价,星人国际二手电脑专营店
￥2298.00,爱心东东HUAV国行【2023款英特尔可选酷睿】金属笔记本电脑轻薄本大学生上网课设计学习商务办公游戏手提 高配英特尔四核+13代 IPS屏窄边全面屏+抗蓝光 32G运,2万+条评价,HUAV官方旗舰店
￥3448.00,华为（HUAWEI） 笔记本电脑MateBook D14/SE 14英寸学生性能轻薄本商务办公本手提超极本 SE银丨i5-1240P 16G 512G 护眼全面屏,2万+条评价,华为比特专卖店
￥5199.00,惠普（HP）星BookPro13 2023新品锐龙版13.3英寸2.5K轻薄笔记本电脑学习商务办公 R5-7535U/16G/1T/陶瓷白,1000+条评价,惠普中国京东自营官方旗舰店
￥1599.00,UHAW 国行【2023款13代酷睿触控本】金属笔记本电脑轻薄本大学生上网课游戏办公设计商务手提 13代高配粉【指纹+护眼屏】 16G运行+256G超速固态,2万+条评价,UHAW旗舰店
